,photo,Taxa,day,Dry,Green,Panicle,Stalk,Yellow,trt,zoom_num,pot_pixel_count,square,rDry,rGreen,rPanicle,rStalk,rYellow
264,7-8-19_Makenzie_78-463-TX430-N3_2019-07-13_22-25-51.787_491700.npy,78-463-TX430-N3,07-13,230,4013,343,237,3,N3,2,107,4.07134334876408,936.408970215739,16338.3008585903,1396.47076862608,964.908373657088,12.2140300462923
265,7-8-19_Makenzie_78-463-TX430-N3_2019-07-14_19-43-57.872_539200.npy,78-463-TX430-N3,07-14,204,4003,326,126,13,N3,2,107,4.07134334876408,830.554043147873,16297.5874251026,1327.25793169709,512.989261944275,52.9274635339331
266,7-8-19_Makenzie_78-463-TX430-N3_2019-07-15_19-49-50.635_586700.npy,78-463-TX430-N3,07-15,209,4480,358,156,5,N3,2,107,4.07134334876408,850.910759891694,18239.6182024631,1457.54091885754,635.129562407197,20.3567167438204
267,7-8-19_Makenzie_78-463-TX430-N3_2019-07-16_15-47-35.107_606300.npy,78-463-TX430-N3,07-16,274,5619,45,318,0,N3,2,107,4.07134334876408,1115.54807756136,22876.8782767054,183.210450694384,1294.68718490698,0
268,7-8-19_Makenzie_78-463-TX430-N3_2019-07-18_13-50-30.674_735200.npy,78-463-TX430-N3,07-18,269,3262,168,253,22,N3,3,72,8.99166859567901,2418.75885223765,29330.8229591049,1510.60032407407,2274.89215470679,197.816709104938
269,7-8-19_Makenzie_78-463-TX430-N3_2019-07-20_13-23-31.266_848500.npy,78-463-TX430-N3,07-20,281,4096,179,344,29,N3,3,72,8.99166859567901,2526.6588753858,36829.8745679012,1609.50867862654,3093.13399691358,260.758389274691
270,7-8-19_Makenzie_78-463-TX430-N3_2019-07-22_13-50-04.168_966500.npy,78-463-TX430-N3,07-22,175,4776,208,427,8,N3,3,72,8.99166859567901,1573.54200424383,42944.209212963,1870.26706790124,3839.44249035494,71.9333487654321
271,7-8-19_Makenzie_78-463-TX430-N3_2019-07-24_13-44-58.093_1087000.npy,78-463-TX430-N3,07-24,305,5421,234,456,29,N3,3,72,8.99166859567901,2742.4589216821,48743.8354571759,2104.05045138889,4100.20087962963,260.758389274691
272,7-8-19_Makenzie_78-463-TX430-N3_2019-07-26_13-56-14.073_1188300.npy,78-463-TX430-N3,07-26,111,2930,93,96,56,N3,4,52,17.2384652366864,1913.46964127219,50508.7031434911,1603.17726701183,1654.89266272189,965.354053254438
273,7-8-19_Makenzie_78-463-TX430-N3_2019-07-28_13-28-12.597_1301600.npy,78-463-TX430-N3,07-28,87,3382,198,254,71,N3,4,52,17.2384652366864,1499.74647559172,58300.4894304734,3413.21611686391,4378.57017011834,1223.93103180473
274,7-8-19_Makenzie_78-463-TX430-N3_2019-07-30_20-08-21.533_1421500.npy,78-463-TX430-N3,07-30,96,3694,147,68,47,N3,4,52,17.2384652366864,1654.89266272189,63678.8905843195,2534.0543897929,1172.21563609467,810.20786612426
275,7-8-19_Makenzie_78-463-TX430-N3_2019-08-01_13-56-37.276_1529900.npy,78-463-TX430-N3,08-01,112,3867,136,111,62,N3,4,52,17.2384652366864,1930.70810650888,66661.1450702663,2344.43127218935,1913.46964127219,1068.78484467456
276,7-8-19_Makenzie_78-463-TX430-N3_2019-08-03_13-57-08.191_1648600.npy,78-463-TX430-N3,08-03,121,4001,134,113,118,N3,4,52,17.2384652366864,2085.85429363905,68971.0994119823,2309.95434171598,1947.94657174556,2034.13889792899
277,7-8-19_Makenzie_78-463-TX430-N3_2019-08-05_14-17-57.314_1767300.npy,78-463-TX430-N3,08-05,324,4009,179,212,144,N3,4,52,17.2384652366864,5585.26273668639,69109.0071338757,3085.68527736686,3654.55463017751,2482.33899408284
278,7-8-19_Makenzie_78-463-TX430-N3_2019-08-07_14-32-49.017_1880200.npy,78-463-TX430-N3,08-07,807,4370,190,285,167,N3,4,52,17.2384652366864,13911.4414460059,75332.0930843195,3275.30839497041,4912.96259245562,2878.82369452663
279,7-8-19_Makenzie_78-463-TX430-N3_2019-08-09_15-00-25.028_1998900.npy,78-463-TX430-N3,08-09,892,4307,223,306,307,N3,5,51,17.9211111111111,15985.6311111111,77186.2255555556,3996.40777777778,5483.86,5501.78111111111
280,7-8-19_Makenzie_78-463-TX430-N3_2019-08-14_19-07-43.188_2257700.npy,78-463-TX430-N3,08-14,206,4497,287,199,338,N3,5,51,17.9211111111111,3691.74888888889,80591.2366666667,5143.35888888889,3566.30111111111,6057.33555555556
281,7-8-19_Makenzie_78-463-TX430-N3_2019-08-15_22-30-16.563_2297400.npy,78-463-TX430-N3,08-15,419,4623,147,266,514,N3,5,51,17.9211111111111,7508.94555555556,82849.2966666667,2634.40333333333,4767.01555555556,9211.45111111111
282,7-8-19_Makenzie_78-463-TX430-N3_2019-08-17_18-02-40.957_2379600.npy,78-463-TX430-N3,08-17,435,4603,218,225,450,N3,5,51,17.9211111111111,7795.68333333333,82490.8744444445,3906.80222222222,4032.25,8064.5
283,7-8-19_Makenzie_78-463-TX430-N3_2019-08-19_14-57-33.626_2478700.npy,78-463-TX430-N3,08-19,475,4509,130,276,373,N3,5,51,17.9211111111111,8512.52777777778,80806.29,2329.74444444444,4946.22666666667,6684.57444444445
284,7-8-19_Makenzie_78-463-TX430-N3_2019-08-21_15-21-51.721_2572700.npy,78-463-TX430-N3,08-21,976,4396,69,317,347,N3,5,51,17.9211111111111,17491.0044444444,78781.2044444445,1236.55666666667,5680.99222222222,6218.62555555556
285,7-8-19_Makenzie_78-463-TX430-N3_2019-08-23_12-33-18.073_2637100.npy,78-463-TX430-N3,08-23,490,4316,78,261,380,N3,5,51,17.9211111111111,8781.34444444444,77347.5155555556,1397.84666666667,4677.41,6810.02222222222
286,7-8-19_Makenzie_78-463-TX430-N3_2019-08-25_12-32-30.235_2700500.npy,78-463-TX430-N3,08-25,1656,4370,23,521,187,N3,5,51,17.9211111111111,29677.36,78315.2555555556,412.185555555556,9336.89888888889,3351.24777777778
