,photo,Taxa,day,Dry,Green,Panicle,Stalk,Yellow,trt,zoom_num,pot_pixel_count,square,rDry,rGreen,rPanicle,rStalk,rYellow
54,7-8-19_Makenzie_78-458-TX430-N2_2019-07-13_22-15-13.227_491200.npy,78-458-TX430-N2,07-13,2,1911,73,42,1,N1,2,107,4.07134334876408,8.14268669752817,7780.33713948816,297.208064459778,170.996420648092,4.07134334876408
55,7-8-19_Makenzie_78-458-TX430-N2_2019-07-14_19-33-26.006_538700.npy,78-458-TX430-N2,07-14,1,2462,97,5,5,N1,2,107,4.07134334876408,4.07134334876408,10023.6473246572,394.920304830116,20.3567167438204,20.3567167438204
56,7-8-19_Makenzie_78-458-TX430-N2_2019-07-15_19-39-18.526_586200.npy,78-458-TX430-N2,07-15,2,2795,84,8,3,N1,2,107,4.07134334876408,8.14268669752817,11379.4046597956,341.992841296183,32.5707467901127,12.2140300462923
57,7-8-19_Makenzie_78-458-TX430-N2_2019-07-16_15-37-00.418_605800.npy,78-458-TX430-N2,07-16,3,3121,4,1,1,N1,2,107,4.07134334876408,12.2140300462923,12706.6625914927,16.2853733950563,4.07134334876408,4.07134334876408
58,7-8-19_Makenzie_78-458-TX430-N2_2019-07-18_13-39-57.836_734700.npy,78-458-TX430-N2,07-18,137,1817,50,81,24,N1,3,72,8.99166859567901,1231.85859760803,16337.8618383488,449.583429783951,728.32515625,215.800046296296
59,7-8-19_Makenzie_78-458-TX430-N2_2019-07-20_13-18-31.723_848000.npy,78-458-TX430-N2,07-20,145,1913,73,128,51,N1,3,72,8.99166859567901,1303.79194637346,17201.062023534,656.391807484568,1150.93358024691,458.57509837963
60,7-8-19_Makenzie_78-458-TX430-N2_2019-07-22_13-39-31.343_966000.npy,78-458-TX430-N2,07-22,210,2485,133,239,79,N1,3,72,8.99166859567901,1888.25040509259,22344.2964602624,1195.89192322531,2149.00879436728,710.341819058642
61,7-8-19_Makenzie_78-458-TX430-N2_2019-07-24_13-29-06.966_1086000.npy,78-458-TX430-N2,07-24,332,2893,158,284,79,N1,3,72,8.99166859567901,2985.23397376543,26012.8972472994,1420.68363811728,2553.63388117284,710.341819058642
62,7-8-19_Makenzie_78-458-TX430-N2_2019-07-26_13-45-26.526_1187800.npy,78-458-TX430-N2,07-26,61,1599,121,185,81,N1,4,52,17.2384652366864,1051.54637943787,27564.3059134615,2085.85429363905,3189.11606878698,1396.3156841716
63,7-8-19_Makenzie_78-458-TX430-N2_2019-07-28_13-23-14.805_1301100.npy,78-458-TX430-N2,07-28,118,1507,123,128,146,N1,4,52,17.2384652366864,2034.13889792899,25978.3671116864,2120.33122411243,2206.52355029586,2516.81592455621
64,7-8-19_Makenzie_78-458-TX430-N2_2019-07-30_19-57-34.136_1421000.npy,78-458-TX430-N2,07-30,42,1782,176,194,185,N1,4,52,17.2384652366864,724.015539940828,30718.9450517751,3033.9698816568,3344.26225591716,3189.11606878698
65,7-8-19_Makenzie_78-458-TX430-N2_2019-08-01_13-45-50.310_1529400.npy,78-458-TX430-N2,08-01,67,1879,121,261,244,N1,4,52,17.2384652366864,1154.97717085799,32391.0761797337,2085.85429363905,4499.23942677515,4206.18551775148
66,7-8-19_Makenzie_78-458-TX430-N2_2019-08-03_13-46-13.444_1648100.npy,78-458-TX430-N2,08-03,115,2059,127,280,259,N1,4,52,17.2384652366864,1982.42350221894,35493.9999223373,2189.28508505917,4826.77026627219,4464.76249630178
67,7-8-19_Makenzie_78-458-TX430-N2_2019-08-05_14-06-43.172_1766800.npy,78-458-TX430-N2,08-05,452,1963,156,316,261,N1,4,52,17.2384652366864,7791.78628698225,33839.1072596154,2689.20057692308,5447.3550147929,4499.23942677515
68,7-8-19_Makenzie_78-458-TX430-N2_2019-08-07_14-21-40.671_1879700.npy,78-458-TX430-N2,08-07,885,1989,121,397,340,N1,4,52,17.2384652366864,15256.0417344675,34287.3073557692,2085.85429363905,6843.6706989645,5861.07818047337
69,7-8-19_Makenzie_78-458-TX430-N2_2019-08-09_14-49-20.852_1998400.npy,78-458-TX430-N2,08-09,845,2009,192,403,419,N1,5,51,17.9211111111111,15143.3388888889,36003.5122222222,3440.85333333333,7222.20777777778,7508.94555555556
70,7-8-19_Makenzie_78-458-TX430-N2_2019-08-14_18-56-34.918_2257200.npy,78-458-TX430-N2,08-14,115,1973,286,321,580,N1,5,51,17.9211111111111,2060.92777777778,35358.3522222222,5125.43777777778,5752.67666666667,10394.2444444444
71,7-8-19_Makenzie_78-458-TX430-N2_2019-08-15_22-19-07.922_2296900.npy,78-458-TX430-N2,08-15,263,2049,197,350,675,N1,5,51,17.9211111111111,4713.25222222222,36720.3566666667,3530.45888888889,6272.38888888889,12096.75
72,7-8-19_Makenzie_78-458-TX430-N2_2019-08-17_17-52-14.289_2379100.npy,78-458-TX430-N2,08-17,287,2144,204,388,649,N1,5,51,17.9211111111111,5143.35888888889,38422.8622222222,3655.90666666667,6953.39111111111,11630.8011111111
73,7-8-19_Makenzie_78-458-TX430-N2_2019-08-19_14-46-24.370_2478200.npy,78-458-TX430-N2,08-19,277,2253,162,448,525,N1,5,51,17.9211111111111,4964.14777777778,40376.2633333333,2903.22,8028.65777777778,9408.58333333333
74,7-8-19_Makenzie_78-458-TX430-N2_2019-08-21_15-10-42.273_2572200.npy,78-458-TX430-N2,08-21,840,2382,143,533,509,N1,5,51,17.9211111111111,15053.7333333333,42688.0866666667,2562.71888888889,9551.95222222222,9121.84555555556
75,7-8-19_Makenzie_78-458-TX430-N2_2019-08-23_12-22-09.036_2636600.npy,78-458-TX430-N2,08-23,359,2295,177,449,496,N1,5,51,17.9211111111111,6433.67888888889,41128.95,3172.03666666667,8046.57888888889,8888.87111111111
76,7-8-19_Makenzie_78-458-TX430-N2_2019-08-25_12-21-20.470_2700000.npy,78-458-TX430-N2,08-25,1046,2368,42,709,330,N1,5,51,17.9211111111111,18745.4822222222,42437.1911111111,752.686666666667,12706.0677777778,5913.96666666667
77,7-8-19_Makenzie_78-458-TX430-N2_2019-08-27_12-20-20.673_2763400.npy,78-458-TX430-N2,08-27,543,2436,58,609,381,N1,5,51,17.9211111111111,9731.16333333334,43655.8266666667,1039.42444444444,10913.9566666667,6827.94333333333
78,7-8-19_Makenzie_78-458-TX430-N2_2019-08-29_12-22-28.327_2826800.npy,78-458-TX430-N2,08-29,1524,2334,376,480,406,N1,5,51,17.9211111111111,27311.7733333333,41827.8733333333,6738.33777777778,8602.13333333333,7275.97111111111
79,7-8-19_Makenzie_78-458-TX430-N2_2019-08-31_12-20-20.756_2894800.npy,78-458-TX430-N2,08-31,521,2155,358,344,302,N1,5,51,17.9211111111111,9336.89888888889,38619.9944444444,6415.75777777778,6164.86222222222,5412.17555555556
80,7-8-19_Makenzie_78-458-TX430-N2_2019-09-02_15-28-29.987_2957200.npy,78-458-TX430-N2,09-02,1739,1896,397,756,690,N1,5,51,17.9211111111111,31164.8122222222,33978.4266666667,7114.68111111111,13548.36,12365.5666666667
81,7-8-19_Makenzie_78-458-TX430-N2_2019-09-04_12-21-07.495_3007400.npy,78-458-TX430-N2,09-04,626,1789,324,328,704,N1,5,51,17.9211111111111,11218.6155555556,32060.8677777778,5806.44,5878.12444444444,12616.4622222222
82,7-8-19_Makenzie_78-458-TX430-N2_2019-09-05_08-22-11.307_3029800.npy,78-458-TX430-N2,09-05,629,1798,209,379,672,N1,5,51,17.9211111111111,11272.3788888889,32222.1577777778,3745.51222222222,6792.10111111111,12042.9866666667
83,7-8-19_Makenzie_78-458-TX430-N2_2019-09-06_12-25-34.000_3052200.npy,78-458-TX430-N2,09-06,1139,1790,230,411,622,N1,5,51,17.9211111111111,20412.1455555556,32078.7888888889,4121.85555555556,7365.57666666667,11146.9311111111
84,7-8-19_Makenzie_78-458-TX430-N2_2019-09-07_12-21-42.483_3074600.npy,78-458-TX430-N2,09-07,663,1751,239,342,565,N1,5,51,17.9211111111111,11881.6966666667,31379.8655555556,4283.14555555556,6129.02,10125.4277777778
85,7-8-19_Makenzie_78-458-TX430-N2_2019-09-08_12-19-50.762_3097000.npy,78-458-TX430-N2,09-08,884,1869,178,352,501,N1,5,51,17.9211111111111,15842.2622222222,33494.5566666667,3189.95777777778,6308.23111111111,8978.47666666667
86,7-8-19_Makenzie_78-458-TX430-N2_2019-09-09_15-35-33.814_3120900.npy,78-458-TX430-N2,09-09,767,1898,169,350,475,N1,5,51,17.9211111111111,13745.4922222222,34014.2688888889,3028.66777777778,6272.38888888889,8512.52777777778
87,7-8-19_Makenzie_78-458-TX430-N2_2019-09-10_12-20-14.721_3134900.npy,78-458-TX430-N2,09-10,794,1806,195,322,401,N1,5,51,17.9211111111111,14229.3622222222,32365.5266666667,3494.61666666667,5770.59777777778,7186.36555555556
88,7-8-19_Makenzie_78-458-TX430-N2_2019-09-11_13-23-13.101_3159300.npy,78-458-TX430-N2,09-11,891,1751,235,343,376,N1,5,51,17.9211111111111,15967.71,31379.8655555556,4211.46111111111,6146.94111111111,6738.33777777778
89,7-8-19_Makenzie_78-458-TX430-N2_2019-09-12_12-32-54.004_3173900.npy,78-458-TX430-N2,09-12,1844,3605,254,703,717,N1,6,67,10.3837848073068,19147.6991846736,37433.5442303408,2637.48134105591,7299.80071953665,7445.17370683894
90,7-8-19_Makenzie_78-458-TX430-N2_2019-09-13_12-03-34.160_3187900.npy,78-458-TX430-N2,09-13,1215,1911,550,343,546,N1,5,51,17.9211111111111,21774.15,34247.2433333333,9856.61111111111,6146.94111111111,9784.92666666667
91,7-8-19_Makenzie_78-458-TX430-N2_2019-09-14_09-30-42.375_3193500.npy,78-458-TX430-N2,09-14,858,1966,126,382,602,N1,5,51,17.9211111111111,15376.3133333333,35232.9044444444,2258.06,6845.86444444445,10788.5088888889
92,7-8-19_Makenzie_78-458-TX430-N2_2019-09-15_09-30-53.094_3199100.npy,78-458-TX430-N2,09-15,994,1909,90,391,554,N1,5,51,17.9211111111111,17813.5844444444,34211.4011111111,1612.9,7007.15444444445,9928.29555555556
93,7-8-19_Makenzie_78-458-TX430-N2_2019-09-16_10-41-46.214_3204700.npy,78-458-TX430-N2,09-16,991,1788,157,366,503,N1,5,51,17.9211111111111,17759.8211111111,32042.9466666667,2813.61444444445,6559.12666666667,9014.31888888889
94,7-8-19_Makenzie_78-458-TX430-N2_2019-09-18_09-30-42.773_3217900.npy,78-458-TX430-N2,09-18,1600,1855,86,500,368,N1,5,51,17.9211111111111,28673.7777777778,33243.6611111111,1541.21555555556,8960.55555555556,6594.96888888889
95,7-8-19_Makenzie_78-458-TX430-N2_2019-09-19_09-30-43.710_3225500.npy,78-458-TX430-N2,09-19,1227,1788,76,454,305,N1,5,51,17.9211111111111,21989.2033333333,32042.9466666667,1362.00444444444,8136.18444444445,5465.93888888889
