,photo,Taxa,day,Dry,Green,Panicle,Stalk,Yellow,trt,zoom_num,pot_pixel_count,square,rDry,rGreen,rPanicle,rStalk,rYellow
553,7-8-19_Makenzie_78-470-TX430-N5_2019-07-13_22-40-36.748_492400.npy,78-470-TX430-N5,07-13,1,2159,201,9,11,N5,2,107,4.07134334876408,4.07134334876408,8790.03028998166,818.340013101581,36.6420901388768,44.7847768364049
554,7-8-19_Makenzie_78-470-TX430-N5_2019-07-14_19-58-43.408_539900.npy,78-470-TX430-N5,07-14,3,2464,234,12,12,N5,2,107,4.07134334876408,12.2140300462923,10031.7900113547,952.694343610796,48.856120185169,48.856120185169
555,7-8-19_Makenzie_78-470-TX430-N5_2019-07-15_20-04-34.629_587400.npy,78-470-TX430-N5,07-15,0,3033,202,1,9,N5,2,107,4.07134334876408,0,12348.3843768015,822.411356450345,4.07134334876408,36.6420901388768
556,7-8-19_Makenzie_78-470-TX430-N5_2019-07-16_16-02-22.463_607000.npy,78-470-TX430-N5,07-16,141,3860,199,17,1,N5,2,107,4.07134334876408,574.059412175736,15715.3853262294,810.197326404053,69.2128369289894,4.07134334876408
557,7-8-19_Makenzie_78-470-TX430-N5_2019-07-18_14-05-16.374_735900.npy,78-470-TX430-N5,07-18,268,2129,167,127,11,N5,3,72,8.99166859567901,2409.76718364198,19143.2624402006,1501.6086554784,1141.94191165124,98.9083545524692
558,7-8-19_Makenzie_78-470-TX430-N5_2019-07-20_13-38-02.489_849200.npy,78-470-TX430-N5,07-20,259,2651,223,136,15,N5,3,72,8.99166859567901,2328.84216628086,23836.9134471451,2005.14209683642,1222.86692901235,134.875028935185
559,7-8-19_Makenzie_78-470-TX430-N5_2019-07-22_14-04-50.603_967200.npy,78-470-TX430-N5,07-22,149,3201,222,212,8,N5,3,72,8.99166859567901,1339.75862075617,28782.3311747685,1996.15042824074,1906.23374228395,71.9333487654321
560,7-8-19_Makenzie_78-470-TX430-N5_2019-07-24_13-56-07.835_1087700.npy,78-470-TX430-N5,07-24,237,4024,211,237,13,N5,3,72,8.99166859567901,2131.02545717593,36182.4744290124,1897.24207368827,2131.02545717593,116.891691743827
561,7-8-19_Makenzie_78-470-TX430-N5_2019-07-26_14-11-21.301_1189000.npy,78-470-TX430-N5,07-26,110,3854,167,245,84,N5,4,52,17.2384652366864,1896.2311760355,66437.0450221894,2878.82369452663,4223.42398298817,1448.03107988166
562,7-8-19_Makenzie_78-470-TX430-N5_2019-07-28_13-42-58.513_1302300.npy,78-470-TX430-N5,07-28,34,2816,133,168,33,N5,4,52,17.2384652366864,586.107818047337,48543.5181065089,2292.71587647929,2896.06215976331,568.869352810651
