,photo,Taxa,day,Dry,Green,Panicle,Stalk,Yellow,trt,zoom_num,pot_pixel_count,square,rDry,rGreen,rPanicle,rStalk,rYellow
679,7-8-19_Makenzie_78-473-TX430-N5_2019-07-13_22-46-56.713_492700.npy,78-473-TX430-N5,07-13,11,4435,200,112,8,N5,2,107,4.07134334876408,44.7847768364049,18056.4077517687,814.268669752817,455.990455061577,32.5707467901127
680,7-8-19_Makenzie_78-473-TX430-N5_2019-07-14_20-05-03.508_540200.npy,78-473-TX430-N5,07-14,11,5093,245,171,10,N5,2,107,4.07134334876408,44.7847768364049,20735.3516752555,997.479120447201,696.199712638658,40.7134334876408
681,7-8-19_Makenzie_78-473-TX430-N5_2019-07-15_20-10-54.594_587700.npy,78-473-TX430-N5,07-15,7,6073,252,170,14,N5,2,107,4.07134334876408,28.4994034413486,24725.2681570443,1025.97852388855,692.128369289894,56.9988068826972
682,7-8-19_Makenzie_78-473-TX430-N5_2019-07-16_16-08-42.954_607300.npy,78-473-TX430-N5,07-16,8,7827,76,233,1,N5,2,107,4.07134334876408,32.5707467901127,31866.4043907765,309.42209450607,948.623000262032,4.07134334876408
683,7-8-19_Makenzie_78-473-TX430-N5_2019-07-18_14-11-42.808_736200.npy,78-473-TX430-N5,07-18,147,4206,125,339,19,N5,3,72,8.99166859567901,1321.77528356482,37818.9581134259,1123.95857445988,3048.17565393519,170.841703317901
684,7-8-19_Makenzie_78-473-TX430-N5_2019-07-20_13-44-22.638_849500.npy,78-473-TX430-N5,07-20,148,4991,151,396,41,N5,3,72,8.99166859567901,1330.76695216049,44877.417961034,1357.74195794753,3560.70076388889,368.65841242284
685,7-8-19_Makenzie_78-473-TX430-N5_2019-07-22_14-11-09.586_967500.npy,78-473-TX430-N5,07-22,217,5584,203,458,38,N5,3,72,8.99166859567901,1951.19208526235,50209.4774382716,1825.30872492284,4118.18421682099,341.683406635803
686,7-8-19_Makenzie_78-473-TX430-N5_2019-07-24_13-58-08.106_1088000.npy,78-473-TX430-N5,07-24,392,7119,229,525,46,N5,3,72,8.99166859567901,3524.73408950617,64011.6887326389,2059.09210841049,4720.62601273148,413.616755401235
687,7-8-19_Makenzie_78-473-TX430-N5_2019-07-26_14-17-56.939_1189300.npy,78-473-TX430-N5,07-26,52,3204,142,251,65,N5,4,52,17.2384652366864,896.400192307692,55232.0426183432,2447.86206360947,4326.85477440828,1120.50024038462
688,7-8-19_Makenzie_78-473-TX430-N5_2019-07-28_13-49-26.669_1302600.npy,78-473-TX430-N5,07-28,129,4409,166,318,77,N5,4,52,17.2384652366864,2223.76201553254,76004.3932285503,2861.58522928994,5481.83194526627,1327.36182322485
689,7-8-19_Makenzie_78-473-TX430-N5_2019-07-30_20-29-53.340_1422500.npy,78-473-TX430-N5,07-30,40,3992,235,248,76,N5,4,52,17.2384652366864,689.538609467456,68815.9532248521,4051.0393306213,4275.13937869823,1310.12335798817
690,7-8-19_Makenzie_78-473-TX430-N5_2019-08-01_14-18-18.010_1530900.npy,78-473-TX430-N5,08-01,56,4475,201,306,84,N5,4,52,17.2384652366864,965.354053254438,77142.1319341716,3464.93151257396,5274.97036242604,1448.03107988166
691,7-8-19_Makenzie_78-473-TX430-N5_2019-08-03_14-18-42.635_1649600.npy,78-473-TX430-N5,08-03,135,5025,176,326,55,N5,4,52,17.2384652366864,2327.19280695266,86623.2878143491,3033.9698816568,5619.73966715976,948.115588017752
692,7-8-19_Makenzie_78-473-TX430-N5_2019-08-05_14-40-12.437_1768300.npy,78-473-TX430-N5,08-05,306,5127,265,388,53,N5,4,52,17.2384652366864,5274.97036242604,88381.6112684911,4568.19328772189,6688.52451183432,913.638657544379
693,7-8-19_Makenzie_78-473-TX430-N5_2019-08-07_14-55-04.789_1881200.npy,78-473-TX430-N5,08-07,969,5755,234,442,85,N5,4,52,17.2384652366864,16704.0728143491,99207.3674371302,4033.80086538462,7619.40163461539,1465.26954511834
694,7-8-19_Makenzie_78-473-TX430-N5_2019-08-09_15-22-41.867_1999900.npy,78-473-TX430-N5,08-09,793,6064,292,491,121,N5,5,51,17.9211111111111,14211.4411111111,108673.617777778,5232.96444444445,8799.26555555556,2168.45444444444
695,7-8-19_Makenzie_78-473-TX430-N5_2019-08-14_19-30-00.228_2258700.npy,78-473-TX430-N5,08-14,54,7374,372,445,181,N5,5,51,17.9211111111111,967.74,132150.273333333,6666.65333333333,7974.89444444445,3243.72111111111
1,7-8-19_Makenzie_78-473-TX430-N5_2019-08-15_22-52-35.297_2298400.npy,78-473-TX430-N5,08-15,534,7693,272,520,367,N5,5,51,17.9211111111111,9569.87333333334,137867.107777778,4874.54222222222,9318.97777777778,6577.04777777778
2,7-8-19_Makenzie_78-473-TX430-N5_2019-08-17_18-22-44.901_2380600.npy,78-473-TX430-N5,08-17,254,7996,341,484,393,N5,5,51,17.9211111111111,4551.96222222222,143297.204444444,6111.09888888889,8673.81777777778,7042.99666666667
3,7-8-19_Makenzie_78-473-TX430-N5_2019-08-19_15-19-59.170_2479700.npy,78-473-TX430-N5,08-19,265,8359,320,531,306,N5,5,51,17.9211111111111,4749.09444444445,149802.567777778,5734.75555555556,9516.11,5483.86
4,7-8-19_Makenzie_78-473-TX430-N5_2019-08-21_15-44-08.920_2573700.npy,78-473-TX430-N5,08-21,767,8758,258,596,241,N5,5,51,17.9211111111111,13745.4922222222,156953.091111111,4623.64666666667,10680.9822222222,4318.98777777778
5,7-8-19_Makenzie_78-473-TX430-N5_2019-08-23_12-55-36.805_2638100.npy,78-473-TX430-N5,08-23,255,9162,237,541,237,N5,5,51,17.9211111111111,4569.88333333333,164193.22,4247.30333333333,9695.32111111111,4247.30333333333
6,7-8-19_Makenzie_78-473-TX430-N5_2019-08-25_12-54-49.324_2701500.npy,78-473-TX430-N5,08-25,1920,9506,112,806,104,N5,5,51,17.9211111111111,34408.5333333333,170358.082222222,2007.16444444444,14444.4155555556,1863.79555555556
