,photo,Taxa,day,Dry,Green,Panicle,Stalk,Yellow,trt,zoom_num,pot_pixel_count,square,rDry,rGreen,rPanicle,rStalk,rYellow
11,7-8-19_Makenzie_78-454-TX430-N2_2019-07-13_22-06-47.854_490800.npy,78-454-TX430-N2,07-13,6,3153,188,49,3,N1,2,107,4.07134334876408,24.4280600925845,12836.9455786532,765.412549567648,199.49582408944,12.2140300462923
12,7-8-19_Makenzie_78-454-TX430-N2_2019-07-14_19-25-00.587_538300.npy,78-454-TX430-N2,07-14,9,3503,386,29,6,N1,2,107,4.07134334876408,36.6420901388768,14261.9157507206,1571.53853262294,118.068957114158,24.4280600925845
13,7-8-19_Makenzie_78-454-TX430-N2_2019-07-15_19-30-51.898_585800.npy,78-454-TX430-N2,07-15,4,4136,376,32,6,N1,2,107,4.07134334876408,16.2853733950563,16839.0760904883,1530.8250991353,130.282987160451,24.4280600925845
14,7-8-19_Makenzie_78-454-TX430-N2_2019-07-16_15-28-32.564_605400.npy,78-454-TX430-N2,07-16,0,5076,144,142,2,N1,2,107,4.07134334876408,0,20666.1388383265,586.273442222028,578.1307555245,8.14268669752817
15,7-8-19_Makenzie_78-454-TX430-N2_2019-07-18_13-31-31.335_734300.npy,78-454-TX430-N2,07-18,138,2789,123,278,16,N1,3,72,8.99166859567901,1240.8502662037,25077.7637133488,1105.97523726852,2499.68386959877,143.866697530864
16,7-8-19_Makenzie_78-454-TX430-N2_2019-07-20_13-15-21.819_847600.npy,78-454-TX430-N2,07-20,140,3012,181,273,14,N1,3,72,8.99166859567901,1258.83360339506,27082.9058101852,1627.4920158179,2454.72552662037,125.883360339506
17,7-8-19_Makenzie_78-454-TX430-N2_2019-07-22_13-31-10.070_965600.npy,78-454-TX430-N2,07-22,257,3968,282,373,37,N1,3,72,8.99166859567901,2310.85882908951,35678.9409876543,2535.65054398148,3353.89238618827,332.691738040124
18,7-8-19_Makenzie_78-454-TX430-N2_2019-07-24_13-24-55.776_1084400.npy,78-454-TX430-N2,07-24,346,4667,291,438,53,N1,3,72,8.99166859567901,3111.11733410494,41964.117336034,2616.57556134259,3938.35084490741,476.558435570988
19,7-8-19_Makenzie_78-454-TX430-N2_2019-07-26_13-36-48.444_1187400.npy,78-454-TX430-N2,07-26,49,1584,148,125,84,N1,4,52,17.2384652366864,844.684796597633,27305.7289349112,2551.29285502959,2154.8081545858,1448.03107988166
20,7-8-19_Makenzie_78-454-TX430-N2_2019-07-28_13-20-05.647_1300700.npy,78-454-TX430-N2,07-28,127,2711,138,278,160,N1,4,52,17.2384652366864,2189.28508505917,46733.4792566568,2378.90820266272,4792.29333579882,2758.15443786982
21,7-8-19_Makenzie_78-454-TX430-N2_2019-07-30_19-48-57.121_1420600.npy,78-454-TX430-N2,07-30,58,1776,168,146,213,N1,4,52,17.2384652366864,999.830983727811,30615.514260355,2896.06215976331,2516.81592455621,3671.7930954142
22,7-8-19_Makenzie_78-454-TX430-N2_2019-08-01_13-37-12.571_1529000.npy,78-454-TX430-N2,08-01,90,1820,163,208,250,N1,4,52,17.2384652366864,1551.46187130178,31374.0067307692,2809.86983357988,3585.60076923077,4309.6163091716
23,7-8-19_Makenzie_78-454-TX430-N2_2019-08-03_13-37-32.002_1647700.npy,78-454-TX430-N2,08-03,92,1898,110,231,322,N1,4,52,17.2384652366864,1585.93880177515,32718.6070192308,1896.2311760355,3982.08546967456,5550.78580621302
24,7-8-19_Makenzie_78-454-TX430-N2_2019-08-05_13-57-48.669_1766400.npy,78-454-TX430-N2,08-05,362,1970,140,301,299,N1,4,52,17.2384652366864,6240.32441568047,33959.7765162722,2413.38513313609,5188.7780362426,5154.30110576923
25,7-8-19_Makenzie_78-454-TX430-N2_2019-08-07_14-12-46.845_1879300.npy,78-454-TX430-N2,08-07,875,2151,124,348,285,N1,4,52,17.2384652366864,15083.6570821006,37079.9387241124,2137.56968934911,5998.98590236686,4912.96259245562
26,7-8-19_Makenzie_78-454-TX430-N2_2019-08-09_14-40-23.208_1998000.npy,78-454-TX430-N2,08-09,973,2083,197,336,368,N1,5,51,17.9211111111111,17437.2411111111,37329.6744444444,3530.45888888889,6021.49333333333,6594.96888888889
27,7-8-19_Makenzie_78-454-TX430-N2_2019-08-14_18-47-40.899_2256800.npy,78-454-TX430-N2,08-14,158,2136,210,217,280,N1,5,51,17.9211111111111,2831.53555555556,38279.4933333333,3763.43333333333,3888.88111111111,5017.91111111111
28,7-8-19_Makenzie_78-454-TX430-N2_2019-08-15_22-10-11.691_2296500.npy,78-454-TX430-N2,08-15,490,2109,142,246,324,N1,5,51,17.9211111111111,8781.34444444444,37795.6233333333,2544.79777777778,4408.59333333333,5806.44
29,7-8-19_Makenzie_78-454-TX430-N2_2019-08-17_17-45-46.025_2378700.npy,78-454-TX430-N2,08-17,373,2133,169,233,374,N1,5,51,17.9211111111111,6684.57444444445,38225.73,3028.66777777778,4175.61888888889,6702.49555555556
30,7-8-19_Makenzie_78-454-TX430-N2_2019-08-19_14-37-29.232_2477800.npy,78-454-TX430-N2,08-19,322,2289,126,272,340,N1,5,51,17.9211111111111,5770.59777777778,41021.4233333333,2258.06,4874.54222222222,6093.17777777778
31,7-8-19_Makenzie_78-454-TX430-N2_2019-08-21_15-01-47.449_2571800.npy,78-454-TX430-N2,08-21,750,2454,89,407,336,N1,5,51,17.9211111111111,13440.8333333333,43978.4066666667,1594.97888888889,7293.89222222222,6021.49333333333
32,7-8-19_Makenzie_78-454-TX430-N2_2019-08-23_12-13-12.761_2636200.npy,78-454-TX430-N2,08-23,284,2453,97,301,346,N1,5,51,17.9211111111111,5089.59555555556,43960.4855555556,1738.34777777778,5394.25444444445,6200.70444444445
33,7-8-19_Makenzie_78-454-TX430-N2_2019-08-25_12-12-24.534_2699600.npy,78-454-TX430-N2,08-25,1135,2544,32,457,215,N1,5,51,17.9211111111111,20340.4611111111,45591.3066666667,573.475555555556,8189.94777777778,3853.03888888889
34,7-8-19_Makenzie_78-454-TX430-N2_2019-08-27_12-11-24.948_2763000.npy,78-454-TX430-N2,08-27,474,2503,53,329,243,N1,5,51,17.9211111111111,8494.60666666667,44856.5411111111,949.818888888889,5896.04555555556,4354.83
35,7-8-19_Makenzie_78-454-TX430-N2_2019-08-29_12-13-32.588_2826400.npy,78-454-TX430-N2,08-29,1373,2299,195,398,469,N1,5,51,17.9211111111111,24605.6855555556,41200.6344444445,3494.61666666667,7132.60222222222,8405.00111111111
36,7-8-19_Makenzie_78-454-TX430-N2_2019-08-31_12-11-18.837_2894400.npy,78-454-TX430-N2,08-31,300,2029,196,188,453,N1,5,51,17.9211111111111,5376.33333333333,36361.9344444445,3512.53777777778,3369.16888888889,8118.26333333334
