,photo,Taxa,day,Dry,Green,Panicle,Stalk,Yellow,trt,zoom_num,pot_pixel_count,square,rDry,rGreen,rPanicle,rStalk,rYellow
69,7-8-19_Makenzie_78-453-TX430-N1_2019-07-13_22-04-41.072_490700.npy,78-453-TX430-N1,07-13,5,3756,213,28,28,N2,2,107,4.07134334876408,20.3567167438204,15291.9656179579,867.19613328675,113.997613765394,113.997613765394
70,7-8-19_Makenzie_78-453-TX430-N1_2019-07-14_19-22-54.070_538200.npy,78-453-TX430-N1,07-14,2,3911,376,45,32,N2,2,107,4.07134334876408,8.14268669752817,15923.0238370163,1530.8250991353,183.210450694384,130.282987160451
71,7-8-19_Makenzie_78-453-TX430-N1_2019-07-15_19-28-45.920_585700.npy,78-453-TX430-N1,07-15,1,4436,415,65,6,N2,2,107,4.07134334876408,4.07134334876408,18060.4790951175,1689.6074897371,264.637317669665,24.4280600925845
72,7-8-19_Makenzie_78-453-TX430-N1_2019-07-16_15-26-25.309_605300.npy,78-453-TX430-N1,07-16,3,5284,153,160,1,N2,2,107,4.07134334876408,12.2140300462923,21512.9782548694,622.915532360905,651.414935802254,4.07134334876408
73,7-8-19_Makenzie_78-453-TX430-N1_2019-07-18_13-29-25.112_734200.npy,78-453-TX430-N1,07-18,155,2994,194,252,17,N2,3,72,8.99166859567901,1393.70863233025,26921.055775463,1744.38370756173,2265.90048611111,152.858366126543
74,7-8-19_Makenzie_78-453-TX430-N1_2019-07-20_13-13-36.501_847500.npy,78-453-TX430-N1,07-20,111,3047,189,54,49,N2,3,72,8.99166859567901,998.075214120371,27397.614211034,1699.42536458333,485.550104166667,440.591761188272
75,7-8-19_Makenzie_78-453-TX430-N1_2019-07-22_13-29-03.459_965500.npy,78-453-TX430-N1,07-22,42,3758,299,281,16,N2,3,72,8.99166859567901,377.650081018519,33790.6905825617,2688.50891010802,2526.6588753858,143.866697530864
76,7-8-19_Makenzie_78-453-TX430-N1_2019-07-24_13-22-57.808_1084300.npy,78-453-TX430-N1,07-24,162,4234,392,315,47,N2,3,72,8.99166859567901,1456.6503125,38070.7248341049,3524.73408950617,2832.37560763889,422.608423996914
77,7-8-19_Makenzie_78-453-TX430-N1_2019-07-26_13-34-31.991_1187300.npy,78-453-TX430-N1,07-26,141,2488,151,244,110,N2,4,52,17.2384652366864,2430.62359837278,42889.3015088757,2603.00825073964,4206.18551775148,1896.2311760355
78,7-8-19_Makenzie_78-453-TX430-N1_2019-07-28_13-18-17.668_1300600.npy,78-453-TX430-N1,07-28,51,2429,221,197,149,N2,4,52,17.2384652366864,879.161727071006,41872.2320599112,3809.70081730769,3395.97765162722,2568.53132026627
79,7-8-19_Makenzie_78-453-TX430-N1_2019-07-30_19-46-48.139_1420500.npy,78-453-TX430-N1,07-30,125,2980,186,281,220,N2,4,52,17.2384652366864,2154.8081545858,51370.6264053254,3206.35453402367,4844.00873150888,3792.46235207101
80,7-8-19_Makenzie_78-453-TX430-N1_2019-08-01_13-35-02.809_1528900.npy,78-453-TX430-N1,08-01,179,3046,152,323,278,N2,4,52,17.2384652366864,3085.68527736686,52508.3651109467,2620.24671597633,5568.02427144971,4792.29333579882
81,7-8-19_Makenzie_78-453-TX430-N1_2019-08-03_13-35-22.010_1647600.npy,78-453-TX430-N1,08-03,248,3137,87,351,287,N2,4,52,17.2384652366864,4275.13937869823,54077.0654474852,1499.74647559172,6050.70129807692,4947.43952292899
82,7-8-19_Makenzie_78-453-TX430-N1_2019-08-05_13-55-35.298_1766300.npy,78-453-TX430-N1,08-05,413,3012,113,372,349,N2,4,52,17.2384652366864,7119.48614275148,51922.2572928994,1947.94657174556,6412.70906804734,6016.22436760355
83,7-8-19_Makenzie_78-453-TX430-N1_2019-08-07_14-10-32.974_1879200.npy,78-453-TX430-N1,08-07,1031,3237,100,425,351,N2,4,52,17.2384652366864,17772.8576590237,55800.9119711539,1723.84652366864,7326.34772559172,6050.70129807692
84,7-8-19_Makenzie_78-453-TX430-N1_2019-08-09_14-38-09.581_1997900.npy,78-453-TX430-N1,08-09,970,3244,151,453,471,N2,5,51,17.9211111111111,17383.4777777778,58136.0844444445,2706.08777777778,8118.26333333334,8440.84333333333
85,7-8-19_Makenzie_78-453-TX430-N1_2019-08-14_18-45-28.472_2256700.npy,78-453-TX430-N1,08-14,264,3609,240,452,479,N2,5,51,17.9211111111111,4731.17333333333,64677.29,4301.06666666667,8100.34222222222,8584.21222222222
86,7-8-19_Makenzie_78-453-TX430-N1_2019-08-15_22-07-57.924_2296400.npy,78-453-TX430-N1,08-15,501,3687,151,478,632,N2,5,51,17.9211111111111,8978.47666666667,66075.1366666667,2706.08777777778,8566.29111111111,11326.1422222222
87,7-8-19_Makenzie_78-453-TX430-N1_2019-08-17_17-42-50.059_2378600.npy,78-453-TX430-N1,08-17,620,3847,182,547,639,N2,5,51,17.9211111111111,11111.0888888889,68942.5144444444,3261.64222222222,9802.84777777778,11451.59
88,7-8-19_Makenzie_78-453-TX430-N1_2019-08-19_14-35-15.566_2477700.npy,78-453-TX430-N1,08-19,573,4135,161,554,569,N2,5,51,17.9211111111111,10268.7966666667,74103.7944444445,2885.29888888889,9928.29555555556,10197.1122222222
89,7-8-19_Makenzie_78-453-TX430-N1_2019-08-21_14-59-33.743_2571700.npy,78-453-TX430-N1,08-21,1133,4333,123,602,472,N2,5,51,17.9211111111111,20304.6188888889,77652.1744444444,2204.29666666667,10788.5088888889,8458.76444444444
90,7-8-19_Makenzie_78-453-TX430-N1_2019-08-23_12-10-58.899_2636100.npy,78-453-TX430-N1,08-23,529,4096,91,521,470,N2,5,51,17.9211111111111,9480.26777777778,73404.8711111111,1630.82111111111,9336.89888888889,8422.92222222222
91,7-8-19_Makenzie_78-453-TX430-N1_2019-08-25_12-10-03.466_2699500.npy,78-453-TX430-N1,08-25,1542,3900,10,764,237,N2,5,51,17.9211111111111,27634.3533333333,69892.3333333334,179.211111111111,13691.7288888889,4247.30333333333
92,7-8-19_Makenzie_78-453-TX430-N1_2019-08-27_12-09-10.740_2762900.npy,78-453-TX430-N1,08-27,630,3331,24,459,501,N2,5,51,17.9211111111111,11290.3,59695.2211111111,430.106666666667,8225.79,8978.47666666667
93,7-8-19_Makenzie_78-453-TX430-N1_2019-08-29_12-11-18.238_2826300.npy,78-453-TX430-N1,08-29,1556,3348,119,443,616,N2,5,51,17.9211111111111,27885.2488888889,59999.88,2132.61222222222,7939.05222222222,11039.4044444444
94,7-8-19_Makenzie_78-453-TX430-N1_2019-08-31_12-09-04.566_2894300.npy,78-453-TX430-N1,08-31,522,2909,117,209,499,N2,5,51,17.9211111111111,9354.82,52132.5122222222,2096.77,3745.51222222222,8942.63444444445
95,7-8-19_Makenzie_78-453-TX430-N1_2019-09-02_15-17-20.842_2956700.npy,78-453-TX430-N1,09-02,1597,2195,133,808,676,N2,5,51,17.9211111111111,28620.0144444445,39336.8388888889,2383.50777777778,14480.2577777778,12114.6711111111
96,7-8-19_Makenzie_78-453-TX430-N1_2019-09-04_12-09-57.733_3006900.npy,78-453-TX430-N1,09-04,452,1924,113,198,650,N2,5,51,17.9211111111111,8100.34222222222,34480.2177777778,2025.08555555556,3548.38,11648.7222222222
97,7-8-19_Makenzie_78-453-TX430-N1_2019-09-05_08-11-01.901_3029300.npy,78-453-TX430-N1,09-05,437,1834,43,313,552,N2,5,51,17.9211111111111,7831.52555555556,32867.3177777778,770.607777777778,5609.30777777778,9892.45333333333
98,7-8-19_Makenzie_78-453-TX430-N1_2019-09-06_12-14-29.214_3051700.npy,78-453-TX430-N1,09-06,862,2014,100,468,638,N2,5,51,17.9211111111111,15447.9977777778,36093.1177777778,1792.11111111111,8387.08,11433.6688888889
99,7-8-19_Makenzie_78-453-TX430-N1_2019-09-07_12-10-32.597_3074100.npy,78-453-TX430-N1,09-07,571,2247,113,439,602,N2,5,51,17.9211111111111,10232.9544444444,40268.7366666667,2025.08555555556,7867.36777777778,10788.5088888889
100,7-8-19_Makenzie_78-453-TX430-N1_2019-09-08_12-08-39.741_3096500.npy,78-453-TX430-N1,09-08,744,2790,196,502,629,N2,5,51,17.9211111111111,13333.3066666667,49999.9,3512.53777777778,8996.39777777778,11272.3788888889
1,7-8-19_Makenzie_78-453-TX430-N1_2019-09-09_15-24-23.824_3120400.npy,78-453-TX430-N1,09-09,684,3029,162,523,671,N2,5,51,17.9211111111111,12258.04,54283.0455555556,2903.22,9372.74111111111,12025.0655555556
2,7-8-19_Makenzie_78-453-TX430-N1_2019-09-10_12-09-05.463_3134400.npy,78-453-TX430-N1,09-10,788,3500,142,539,735,N2,5,51,17.9211111111111,14121.8355555556,62723.8888888889,2544.79777777778,9659.47888888889,13172.0166666667
3,7-8-19_Makenzie_78-453-TX430-N1_2019-09-11_13-12-05.455_3158800.npy,78-453-TX430-N1,09-11,967,3609,223,575,778,N2,5,51,17.9211111111111,17329.7144444444,64677.29,3996.40777777778,10304.6388888889,13942.6244444444
4,7-8-19_Makenzie_78-453-TX430-N1_2019-09-12_12-21-44.255_3173400.npy,78-453-TX430-N1,09-12,2061,7294,361,1171,1607,N2,6,67,10.3837848073068,21400.9804878592,75739.3263844954,3748.54631543774,12159.4120093562,16686.7421853419
5,7-8-19_Makenzie_78-453-TX430-N1_2019-09-13_11-52-24.227_3187400.npy,78-453-TX430-N1,09-13,1278,3321,537,576,858,N2,5,51,17.9211111111111,22903.18,59516.01,9623.63666666667,10322.56,15376.3133333333
6,7-8-19_Makenzie_78-453-TX430-N1_2019-09-14_09-19-32.189_3193000.npy,78-453-TX430-N1,09-14,1069,3337,233,670,828,N2,5,51,17.9211111111111,19157.6677777778,59802.7477777778,4175.61888888889,12007.1444444444,14838.68
7,7-8-19_Makenzie_78-453-TX430-N1_2019-09-15_09-19-41.174_3198600.npy,78-453-TX430-N1,09-15,1228,3429,231,726,795,N2,5,51,17.9211111111111,22007.1244444444,61451.49,4139.77666666667,13010.7266666667,14247.2833333333
8,7-8-19_Makenzie_78-453-TX430-N1_2019-09-16_10-30-35.218_3204200.npy,78-453-TX430-N1,09-16,1220,3379,381,653,840,N2,5,51,17.9211111111111,21863.7555555556,60555.4344444445,6827.94333333333,11702.4855555556,15053.7333333333
9,7-8-19_Makenzie_78-453-TX430-N1_2019-09-18_09-19-30.671_3217400.npy,78-453-TX430-N1,09-18,1934,3412,293,772,595,N2,5,51,17.9211111111111,34659.4288888889,61146.8311111111,5250.88555555556,13835.0977777778,10663.0611111111
10,7-8-19_Makenzie_78-453-TX430-N1_2019-09-19_09-19-32.093_3225000.npy,78-453-TX430-N1,09-19,1517,3182,274,740,696,N1,5,51,17.9211111111111,27186.3255555556,57024.9755555556,4910.38444444444,13261.6222222222,12473.0933333333
