,photo,Taxa,day,Dry,Green,Panicle,Stalk,Yellow,trt,zoom_num,pot_pixel_count,square,rDry,rGreen,rPanicle,rStalk,rYellow
1,7-8-19_Makenzie_78-449-TX430-N1_2019-07-13_21-57-02.550_490300.npy,78-449-TX430-N1,07-13,414,4302,473,360,28,N2,2,107,4.07,1685.54,17514.92,1925.75,1465.68,114
2,7-8-19_Makenzie_78-449-TX430-N1_2019-07-14_19-15-10.374_537800.npy,78-449-TX430-N1,07-14,432,4831,528,302,40,N2,2,107,4.07,1758.82,19668.66,2149.67,1229.55,162.85
3,7-8-19_Makenzie_78-449-TX430-N1_2019-07-15_19-21-09.316_585300.npy,78-449-TX430-N1,07-15,381,5225,588,308,57,N2,2,107,4.07,1551.18,21272.77,2393.95,1253.97,232.07
4,7-8-19_Makenzie_78-449-TX430-N1_2019-07-16_15-18-46.156_604900.npy,78-449-TX430-N1,07-16,439,5904,387,443,80,N2,2,107,4.07,1787.32,24037.21,1575.61,1803.61,325.71
5,7-8-19_Makenzie_78-449-TX430-N1_2019-07-18_13-21-46.351_733800.npy,78-449-TX430-N1,07-18,358,3057,202,420,166,N2,3,72,8.99,3219.02,27487.53,1816.32,3776.5,1492.62
6,7-8-19_Makenzie_78-449-TX430-N1_2019-07-20_13-05-29.027_847100.npy,78-449-TX430-N1,07-20,428,3711,187,458,166,N2,3,72,8.99,3848.43,33368.08,1681.44,4118.18,1492.62
7,7-8-19_Makenzie_78-449-TX430-N1_2019-07-22_13-21-26.031_965100.npy,78-449-TX430-N1,07-22,350,4672,228,560,137,N2,3,72,8.99,3147.08,42009.08,2050.1,5035.33,1231.86
8,7-8-19_Makenzie_78-449-TX430-N1_2019-07-24_13-17-57.764_1083700.npy,78-449-TX430-N1,07-24,395,5224,188,702,263,N2,3,72,8.99,3551.71,46972.48,1690.43,6312.15,2364.81
9,7-8-19_Makenzie_78-449-TX430-N1_2019-07-26_13-27-15.509_1186900.npy,78-449-TX430-N1,07-26,117,2368,93,60,59,N2,4,52,17.24,2016.9,40820.69,1603.18,1034.31,1017.07
10,7-8-19_Makenzie_78-449-TX430-N1_2019-07-28_13-10-03.661_1300200.npy,78-449-TX430-N1,07-28,118,3904,159,507,391,N2,4,52,17.24,2034.14,67298.97,2740.92,8739.9,6740.24
