,photo,Taxa,day,Dry,Green,Panicle,Stalk,Yellow,trt,zoom_num,pot_pixel_count,square,rDry,rGreen,rPanicle,rStalk,rYellow
12,7-8-19_Makenzie_78-457-TX430-N2_2019-07-13_22-13-07.098_491100.npy,78-457-TX430-N2,07-13,144,3480,256,60,9,N1,2,107,4.07134334876408,586.273442222028,14168.274853699,1042.26389728361,244.280600925845,36.6420901388768
13,7-8-19_Makenzie_78-457-TX430-N2_2019-07-14_19-31-19.540_538600.npy,78-457-TX430-N2,07-14,113,4085,338,52,9,N1,2,107,4.07134334876408,460.061798410342,16631.4375797013,1376.11405188226,211.709854135732,36.6420901388768
14,7-8-19_Makenzie_78-457-TX430-N2_2019-07-15_19-37-11.808_586100.npy,78-457-TX430-N2,07-15,40,4223,297,48,8,N1,2,107,4.07134334876408,162.853733950563,17193.2829618307,1209.18897458293,195.424480740676,32.5707467901127
15,7-8-19_Makenzie_78-457-TX430-N2_2019-07-16_15-34-53.667_605700.npy,78-457-TX430-N2,07-16,35,4682,65,113,4,N1,2,107,4.07134334876408,142.497017206743,19062.0295589134,264.637317669665,460.061798410342,16.2853733950563
16,7-8-19_Makenzie_78-457-TX430-N2_2019-07-18_13-37-51.249_734600.npy,78-457-TX430-N2,07-18,190,2340,204,194,30,N1,3,72,8.99166859567901,1708.41703317901,21040.5045138889,1834.30039351852,1744.38370756173,269.75005787037
17,7-8-19_Makenzie_78-457-TX430-N2_2019-07-20_13-17-50.824_847900.npy,78-457-TX430-N2,07-20,214,2562,246,230,48,N1,3,72,8.99166859567901,1924.21707947531,23036.6549421296,2211.95047453704,2068.08377700617,431.600092592593
18,7-8-19_Makenzie_78-457-TX430-N2_2019-07-22_13-37-35.619_965900.npy,78-457-TX430-N2,07-22,95,2900,359,264,53,N1,3,72,8.99166859567901,854.208516589507,26075.8389274691,3228.00902584877,2373.80050925926,476.558435570988
19,7-8-19_Makenzie_78-457-TX430-N2_2019-07-24_13-28-05.918_1085600.npy,78-457-TX430-N2,07-24,207,2961,307,349,203,N1,3,72,8.99166859567901,1861.27539930556,26624.3307118056,2760.44225887346,3138.09233989198,1825.30872492284
20,7-8-19_Makenzie_78-457-TX430-N2_2019-07-26_13-43-16.837_1187700.npy,78-457-TX430-N2,07-26,89,1486,88,120,90,N1,4,52,17.2384652366864,1534.22340606509,25616.359341716,1516.9849408284,2068.61582840237,1551.46187130178
21,7-8-19_Makenzie_78-457-TX430-N2_2019-07-28_13-22-33.352_1301000.npy,78-457-TX430-N2,07-28,62,1563,169,151,305,N1,4,52,17.2384652366864,1068.78484467456,26943.7211649408,2913.300625,2603.00825073964,5257.73189718935
22,7-8-19_Makenzie_78-457-TX430-N2_2019-07-30_19-55-24.943_1420900.npy,78-457-TX430-N2,07-30,108,1599,118,133,214,N1,4,52,17.2384652366864,1861.75424556213,27564.3059134615,2034.13889792899,2292.71587647929,3689.03156065089
23,7-8-19_Makenzie_78-457-TX430-N2_2019-08-01_13-43-40.767_1529300.npy,78-457-TX430-N2,08-01,160,1620,104,182,285,N1,4,52,17.2384652366864,2758.15443786982,27926.313683432,1792.80038461538,3137.40067307692,4912.96259245562
24,7-8-19_Makenzie_78-457-TX430-N2_2019-08-03_13-44-04.329_1648000.npy,78-457-TX430-N2,08-03,186,1751,94,196,294,N1,4,52,17.2384652366864,3206.35453402367,30184.5526294379,1620.41573224852,3378.73918639053,5068.1087795858
25,7-8-19_Makenzie_78-457-TX430-N2_2019-08-05_14-04-29.713_1766700.npy,78-457-TX430-N2,08-05,1486,1652,126,388,258,N1,4,52,17.2384652366864,25616.359341716,28477.9445710059,2172.04661982249,6688.52451183432,4447.52403106509
26,7-8-19_Makenzie_78-457-TX430-N2_2019-08-07_14-19-27.357_1879600.npy,78-457-TX430-N2,08-07,965,1732,133,283,268,N1,4,52,17.2384652366864,16635.1189534024,29857.0217899408,2292.71587647929,4878.48566198225,4619.90868343195
27,7-8-19_Makenzie_78-457-TX430-N2_2019-08-09_14-47-04.389_1998300.npy,78-457-TX430-N2,08-09,885,1767,162,291,292,N1,5,51,17.9211111111111,15860.1833333333,31666.6033333333,2903.22,5215.04333333333,5232.96444444445
28,7-8-19_Makenzie_78-457-TX430-N2_2019-08-14_18-54-21.607_2257100.npy,78-457-TX430-N2,08-14,216,1660,282,235,389,N1,5,51,17.9211111111111,3870.96,29749.0444444444,5053.75333333333,4211.46111111111,6971.31222222222
29,7-8-19_Makenzie_78-457-TX430-N2_2019-08-15_22-16-54.028_2296800.npy,78-457-TX430-N2,08-15,399,1748,181,311,514,N1,5,51,17.9211111111111,7150.52333333333,31326.1022222222,3243.72111111111,5573.46555555556,9211.45111111111
30,7-8-19_Makenzie_78-457-TX430-N2_2019-08-17_17-51-59.189_2379000.npy,78-457-TX430-N2,08-17,420,1778,166,323,488,N1,5,51,17.9211111111111,7526.86666666667,31863.7355555556,2974.90444444444,5788.51888888889,8745.50222222222
31,7-8-19_Makenzie_78-457-TX430-N2_2019-08-19_14-44-10.553_2478100.npy,78-457-TX430-N2,08-19,417,1906,113,355,409,N1,5,51,17.9211111111111,7473.10333333333,34157.6377777778,2025.08555555556,6361.99444444445,7329.73444444445
32,7-8-19_Makenzie_78-457-TX430-N2_2019-08-21_15-08-28.886_2572100.npy,78-457-TX430-N2,08-21,977,2071,90,426,411,N1,5,51,17.9211111111111,17508.9255555556,37114.6211111111,1612.9,7634.39333333333,7365.57666666667
33,7-8-19_Makenzie_78-457-TX430-N2_2019-08-23_12-19-54.302_2636500.npy,78-457-TX430-N2,08-23,391,2158,96,343,414,N1,5,51,17.9211111111111,7007.15444444445,38673.7577777778,1720.42666666667,6146.94111111111,7419.34
34,7-8-19_Makenzie_78-457-TX430-N2_2019-08-25_12-19-06.140_2699900.npy,78-457-TX430-N2,08-25,986,2361,15,524,263,N1,5,51,17.9211111111111,17670.2155555556,42311.7433333333,268.816666666667,9390.66222222222,4713.25222222222
35,7-8-19_Makenzie_78-457-TX430-N2_2019-08-27_12-18-06.642_2763300.npy,78-457-TX430-N2,08-27,594,2370,42,465,263,N1,5,51,17.9211111111111,10645.14,42473.0333333333,752.686666666667,8333.31666666667,4713.25222222222
36,7-8-19_Makenzie_78-457-TX430-N2_2019-08-29_12-20-14.482_2826700.npy,78-457-TX430-N2,08-29,1419,2212,277,397,457,N1,5,51,17.9211111111111,25430.0566666667,39641.4977777778,4964.14777777778,7114.68111111111,8189.94777777778
37,7-8-19_Makenzie_78-457-TX430-N2_2019-08-31_12-18-06.882_2894700.npy,78-457-TX430-N2,08-31,417,2178,339,270,427,N1,5,51,17.9211111111111,7473.10333333333,39032.18,6075.25666666667,4838.7,7652.31444444445
38,7-8-19_Makenzie_78-457-TX430-N2_2019-09-02_15-26-16.250_2957100.npy,78-457-TX430-N2,09-02,1558,1816,391,679,688,N1,5,51,17.9211111111111,27921.0911111111,32544.7377777778,7007.15444444445,12168.4344444444,12329.7244444444
39,7-8-19_Makenzie_78-457-TX430-N2_2019-09-04_12-18-53.409_3007300.npy,78-457-TX430-N2,09-04,505,1794,312,242,614,N1,5,51,17.9211111111111,9050.16111111111,32150.4733333333,5591.38666666667,4336.90888888889,11003.5622222222
