,photo,Taxa,day,Dry,Green,Panicle,Stalk,Yellow,trt,zoom_num,pot_pixel_count,square,rDry,rGreen,rPanicle,rStalk,rYellow
348,7-8-19_Makenzie_78-465-TX430-N4_2019-07-13_22-30-04.899_491900.npy,78-465-TX430-N4,07-13,2,5327,105,116,11,N4,2,107,4.07134334876408,8.14268669752817,21688.0460188663,427.491051620229,472.275828456634,44.7847768364049
349,7-8-19_Makenzie_78-465-TX430-N4_2019-07-14_19-48-11.283_539400.npy,78-465-TX430-N4,07-14,0,5997,236,73,15,N4,2,107,4.07134334876408,0,24415.8460625382,960.837030308324,297.208064459778,61.0701502314613
350,7-8-19_Makenzie_78-465-TX430-N4_2019-07-15_19-54-04.023_586900.npy,78-465-TX430-N4,07-15,1,6559,316,49,3,N4,2,107,4.07134334876408,4.07134334876408,26703.9410245436,1286.54449820945,199.49582408944,12.2140300462923
351,7-8-19_Makenzie_78-465-TX430-N4_2019-07-16_15-51-48.627_606500.npy,78-465-TX430-N4,07-16,4,7142,88,151,1,N4,2,107,4.07134334876408,16.2853733950563,29077.5341968731,358.278214691239,614.772845663377,4.07134334876408
352,7-8-19_Makenzie_78-465-TX430-N4_2019-07-18_13-54-43.498_735400.npy,78-465-TX430-N4,07-18,161,3830,130,197,23,N4,3,72,8.99166859567901,1447.65864390432,34438.0907214506,1168.91691743827,1771.35871334877,206.808377700617
353,7-8-19_Makenzie_78-465-TX430-N4_2019-07-20_13-27-34.589_848700.npy,78-465-TX430-N4,07-20,174,4528,108,177,39,N4,3,72,8.99166859567901,1564.55033564815,40714.2754012346,971.100208333334,1591.52534143519,350.675075231482
354,7-8-19_Makenzie_78-465-TX430-N4_2019-07-22_13-54-17.154_966700.npy,78-465-TX430-N4,07-22,48,5052,178,224,8,N4,3,72,8.99166859567901,431.600092592593,45425.9097453704,1600.51701003086,2014.1337654321,71.9333487654321
355,7-8-19_Makenzie_78-465-TX430-N4_2019-07-24_13-49-37.503_1087200.npy,78-465-TX430-N4,07-24,157,5570,249,218,20,N4,3,72,8.99166859567901,1411.69196952161,50083.5940779321,2238.92548032407,1960.18375385803,179.83337191358
356,7-8-19_Makenzie_78-465-TX430-N4_2019-07-26_14-00-33.159_1188500.npy,78-465-TX430-N4,07-26,128,2864,167,292,46,N4,4,52,17.2384652366864,2206.52355029586,49370.9644378698,2878.82369452663,5033.63184911243,792.969400887574
357,7-8-19_Makenzie_78-465-TX430-N4_2019-07-28_13-32-17.258_1301800.npy,78-465-TX430-N4,07-28,37,3579,197,112,57,N4,4,52,17.2384652366864,637.823213757397,61696.4670821006,3395.97765162722,1930.70810650888,982.592518491124
358,7-8-19_Makenzie_78-465-TX430-N4_2019-07-30_20-12-39.896_1421700.npy,78-465-TX430-N4,07-30,106,3831,217,297,84,N4,4,52,17.2384652366864,1827.27731508876,66040.5603217456,3740.74695636095,5119.82417529586,1448.03107988166
359,7-8-19_Makenzie_78-465-TX430-N4_2019-08-01_14-00-56.452_1530100.npy,78-465-TX430-N4,08-01,134,4012,173,391,146,N4,4,52,17.2384652366864,2309.95434171598,69160.7225295858,2982.25448594675,6740.23990754438,2516.81592455621
360,7-8-19_Makenzie_78-465-TX430-N4_2019-08-03_14-01-26.997_1648800.npy,78-465-TX430-N4,08-03,181,4482,136,388,191,N4,4,52,17.2384652366864,3120.16220784024,77262.8011908284,2344.43127218935,6688.52451183432,3292.5468602071
361,7-8-19_Makenzie_78-465-TX430-N4_2019-08-05_14-22-24.990_1767500.npy,78-465-TX430-N4,08-05,491,4413,181,432,167,N4,4,52,17.2384652366864,8464.08643121302,76073.347089497,3120.16220784024,7447.01698224852,2878.82369452663
