,photo,Taxa,day,Dry,Green,Panicle,Stalk,Yellow,trt,zoom_num,pot_pixel_count,square,rDry,rGreen,rPanicle,rStalk,rYellow
511,7-8-19_Makenzie_78-469-TX430-N5_2019-07-13_22-38-30.678_492300.npy,78-469-TX430-N5,07-13,4,3537,180,18,13,N5,2,107,4.07134334876408,16.2853733950563,14400.3414245786,732.841802777535,73.2841802777535,52.9274635339331
512,7-8-19_Makenzie_78-469-TX430-N5_2019-07-14_19-56-37.101_539800.npy,78-469-TX430-N5,07-14,4,4046,176,15,15,N5,2,107,4.07134334876408,16.2853733950563,16472.6551890995,716.556429382479,61.0701502314613,61.0701502314613
513,7-8-19_Makenzie_78-469-TX430-N5_2019-07-15_20-02-28.598_587300.npy,78-469-TX430-N5,07-15,3,4819,238,9,8,N5,2,107,4.07134334876408,12.2140300462923,19619.8035976941,968.979717005852,36.6420901388768,32.5707467901127
514,7-8-19_Makenzie_78-469-TX430-N5_2019-07-16_16-00-15.721_606900.npy,78-469-TX430-N5,07-16,3,6152,97,64,2,N5,2,107,4.07134334876408,12.2140300462923,25046.9042815966,394.920304830116,260.565974320901,8.14268669752817
515,7-8-19_Makenzie_78-469-TX430-N5_2019-07-18_14-03-09.987_735800.npy,78-469-TX430-N5,07-18,157,3355,135,185,8,N5,3,72,8.99166859567901,1411.69196952161,30167.0481385031,1213.87526041667,1663.45869020062,71.9333487654321
516,7-8-19_Makenzie_78-469-TX430-N5_2019-07-20_13-35-56.609_849100.npy,78-469-TX430-N5,07-20,164,3806,156,188,40,N5,3,72,8.99166859567901,1474.63364969136,34222.2906751543,1402.70030092593,1690.43369598765,359.666743827161
517,7-8-19_Makenzie_78-469-TX430-N5_2019-07-22_14-02-43.532_967100.npy,78-469-TX430-N5,07-22,239,4743,185,254,27,N5,3,72,8.99166859567901,2149.00879436728,42647.4841493056,1663.45869020062,2283.88382330247,242.775052083333
518,7-8-19_Makenzie_78-469-TX430-N5_2019-07-24_13-55-34.415_1087600.npy,78-469-TX430-N5,07-24,373,5626,166,294,29,N5,3,72,8.99166859567901,3353.89238618827,50587.1275192901,1492.61698688272,2643.55056712963,260.758389274691
519,7-8-19_Makenzie_78-469-TX430-N5_2019-07-26_14-09-11.779_1188900.npy,78-469-TX430-N5,07-26,51,2439,116,152,38,N5,4,52,17.2384652366864,879.161727071006,42044.6167122781,1999.66196745562,2620.24671597633,655.061678994083
520,7-8-19_Makenzie_78-469-TX430-N5_2019-07-28_13-40-48.440_1302200.npy,78-469-TX430-N5,07-28,119,3896,100,184,44,N5,4,52,17.2384652366864,2051.37736316568,67161.0605621302,1723.84652366864,3171.8776035503,758.492470414201
521,7-8-19_Makenzie_78-469-TX430-N5_2019-07-30_20-21-16.795_1422100.npy,78-469-TX430-N5,07-30,41,3185,162,197,33,N5,4,52,17.2384652366864,706.777074704142,54904.5117788462,2792.6313683432,3395.97765162722,568.869352810651
522,7-8-19_Makenzie_78-469-TX430-N5_2019-08-01_14-09-34.217_1530500.npy,78-469-TX430-N5,08-01,43,3504,133,237,58,N5,4,52,17.2384652366864,741.254005177515,60403.5821893491,2292.71587647929,4085.51626109468,999.830983727811
523,7-8-19_Makenzie_78-469-TX430-N5_2019-08-03_14-10-05.071_1649200.npy,78-469-TX430-N5,08-03,93,4088,119,245,58,N5,4,52,17.2384652366864,1603.17726701183,70470.845887574,2051.37736316568,4223.42398298817,999.830983727811
524,7-8-19_Makenzie_78-469-TX430-N5_2019-08-05_14-31-19.274_1767900.npy,78-469-TX430-N5,08-05,304,4026,158,326,51,N5,4,52,17.2384652366864,5240.49343195266,69402.0610428994,2723.67750739645,5619.73966715976,879.161727071006
525,7-8-19_Makenzie_78-469-TX430-N5_2019-08-07_14-46-11.108_1880800.npy,78-469-TX430-N5,08-07,794,4662,142,402,62,N5,4,52,17.2384652366864,13687.341397929,80365.724933432,2447.86206360947,6929.86302514793,1068.78484467456
526,7-8-19_Makenzie_78-469-TX430-N5_2019-08-09_15-13-46.784_1999500.npy,78-469-TX430-N5,08-09,967,5098,206,421,62,N5,5,51,17.9211111111111,17329.7144444444,91361.8244444445,3691.74888888889,7544.78777777778,1111.10888888889
527,7-8-19_Makenzie_78-469-TX430-N5_2019-08-14_19-21-05.599_2258300.npy,78-469-TX430-N5,08-14,38,6004,263,414,75,N5,5,51,17.9211111111111,681.002222222222,107598.351111111,4713.25222222222,7419.34,1344.08333333333
528,7-8-19_Makenzie_78-469-TX430-N5_2019-08-15_22-43-40.388_2298000.npy,78-469-TX430-N5,08-15,454,6418,143,506,191,N5,5,51,17.9211111111111,8136.18444444445,115017.691111111,2562.71888888889,9068.08222222222,3422.93222222222
529,7-8-19_Makenzie_78-469-TX430-N5_2019-08-17_18-14-28.810_2380200.npy,78-469-TX430-N5,08-17,276,6861,229,472,239,N5,5,51,17.9211111111111,4946.22666666667,122956.743333333,4103.93444444445,8458.76444444444,4283.14555555556
530,7-8-19_Makenzie_78-469-TX430-N5_2019-08-19_15-11-03.999_2479300.npy,78-469-TX430-N5,08-19,229,7185,146,539,181,N5,5,51,17.9211111111111,4103.93444444445,128763.183333333,2616.48222222222,9659.47888888889,3243.72111111111
531,7-8-19_Makenzie_78-469-TX430-N5_2019-08-21_15-35-13.543_2573300.npy,78-469-TX430-N5,08-21,756,7752,129,623,149,N5,5,51,17.9211111111111,13548.36,138924.453333333,2311.82333333333,11164.8522222222,2670.24555555556
532,7-8-19_Makenzie_78-469-TX430-N5_2019-08-23_12-46-41.647_2637700.npy,78-469-TX430-N5,08-23,230,8080,134,575,165,N5,5,51,17.9211111111111,4121.85555555556,144802.577777778,2401.42888888889,10304.6388888889,2956.98333333333
