,photo,Taxa,day,Dry,Green,Panicle,Stalk,Yellow,trt,zoom_num,pot_pixel_count,square,rDry,rGreen,rPanicle,rStalk,rYellow
43,7-8-19_Makenzie_78-450-TX430-N1_2019-07-13_21-58-30.664_490400.npy,78-450-TX430-N1,07-13,0,0,36,206,0,N2,2,107,4.07134334876408,0,0,146.568360555507,838.696729845401,0
44,7-8-19_Makenzie_78-450-TX430-N1_2019-07-14_19-16-38.348_537900.npy,78-450-TX430-N1,07-14,2,0,54,2,0,N2,2,107,4.07134334876408,8.14268669752817,0,219.852540833261,8.14268669752817,0
45,7-8-19_Makenzie_78-450-TX430-N1_2019-07-15_19-22-37.329_585400.npy,78-450-TX430-N1,07-15,0,0,45,1,0,N2,2,107,4.07134334876408,0,0,183.210450694384,4.07134334876408,0
46,7-8-19_Makenzie_78-450-TX430-N1_2019-07-16_15-20-14.067_605000.npy,78-450-TX430-N1,07-16,1,0,0,0,0,N2,2,107,4.07134334876408,4.07134334876408,0,0,0,0
47,7-8-19_Makenzie_78-450-TX430-N1_2019-07-18_13-23-14.359_733900.npy,78-450-TX430-N1,07-18,100,0,20,0,0,N2,3,72,8.99166859567901,899.166859567901,0,179.83337191358,0,0
48,7-8-19_Makenzie_78-450-TX430-N1_2019-07-20_13-07-34.002_847200.npy,78-450-TX430-N1,07-20,88,0,19,0,0,N2,3,72,8.99166859567901,791.266836419753,0,170.841703317901,0,0
49,7-8-19_Makenzie_78-450-TX430-N1_2019-07-22_13-22-54.301_965200.npy,78-450-TX430-N1,07-22,24,0,33,0,0,N2,3,72,8.99166859567901,215.800046296296,0,296.725063657407,0,0
50,7-8-19_Makenzie_78-450-TX430-N1_2019-07-24_13-19-06.673_1083900.npy,78-450-TX430-N1,07-24,89,0,35,0,0,N2,3,72,8.99166859567901,800.258505015432,0,314.708400848765,0,0
51,7-8-19_Makenzie_78-450-TX430-N1_2019-07-26_13-28-43.604_1187000.npy,78-450-TX430-N1,07-26,14,2476,200,149,55,N2,4,52,17.2384652366864,241.338513313609,42682.4399260355,3447.69304733728,2568.53132026627,948.115588017752
52,7-8-19_Makenzie_78-450-TX430-N1_2019-07-28_13-12-13.872_1300300.npy,78-450-TX430-N1,07-28,15,0,36,0,1,N2,4,52,17.2384652366864,258.576978550296,0,620.58474852071,0,17.2384652366864
53,7-8-19_Makenzie_78-450-TX430-N1_2019-07-30_19-40-30.752_1420200.npy,78-450-TX430-N1,07-30,30,2668,274,156,136,N2,4,52,17.2384652366864,517.153957100592,45992.2252514793,4723.33947485207,2689.20057692308,2344.43127218935
